"","year","state","month","fires","date"
"3427",2004,"PARAÍBA",8,18,2004-08-01
"3428",2004,"PARAÍBA",9,34,2004-09-01
"3429",2004,"PARAÍBA",10,190,2004-10-01
"3430",2004,"PARAÍBA",11,331,2004-11-01
"3431",2004,"PARAÍBA",12,351,2004-12-01
"3432",2005,"PARAÍBA",1,178,2005-01-01
"3433",2005,"PARAÍBA",2,15,2005-02-01
"3434",2005,"PARAÍBA",3,13,2005-03-01
"3435",2005,"PARAÍBA",4,2,2005-04-01
"3436",2005,"PARAÍBA",5,0,2005-05-01
"3437",2005,"PARAÍBA",6,0,2005-06-01
"3438",2005,"PARAÍBA",7,0,2005-07-01
"3439",2005,"PARAÍBA",8,0,2005-08-01
"3440",2005,"PARAÍBA",9,13,2005-09-01
"3441",2005,"PARAÍBA",10,155,2005-10-01
"3442",2005,"PARAÍBA",11,280,2005-11-01
"3443",2005,"PARAÍBA",12,159,2005-12-01
"3444",2006,"PARAÍBA",1,83,2006-01-01
"3445",2006,"PARAÍBA",2,7,2006-02-01
"3446",2006,"PARAÍBA",3,4,2006-03-01
"3447",2006,"PARAÍBA",4,0,2006-04-01
"3448",2006,"PARAÍBA",5,0,2006-05-01
"3449",2006,"PARAÍBA",6,0,2006-06-01
"3450",2006,"PARAÍBA",7,1,2006-07-01
"3451",2006,"PARAÍBA",8,3,2006-08-01
"3452",2006,"PARAÍBA",9,27,2006-09-01
"3453",2006,"PARAÍBA",10,135,2006-10-01
"3454",2006,"PARAÍBA",11,215,2006-11-01
"3455",2006,"PARAÍBA",12,196,2006-12-01
"3456",2007,"PARAÍBA",1,69,2007-01-01
"3457",2007,"PARAÍBA",2,7,2007-02-01
"3458",2007,"PARAÍBA",3,1,2007-03-01
"3459",2007,"PARAÍBA",4,0,2007-04-01
"3460",2007,"PARAÍBA",5,0,2007-05-01
"3461",2007,"PARAÍBA",6,0,2007-06-01
"3462",2007,"PARAÍBA",7,1,2007-07-01
"3463",2007,"PARAÍBA",8,8,2007-08-01
"3464",2007,"PARAÍBA",9,22,2007-09-01
"3465",2007,"PARAÍBA",10,111,2007-10-01
"3466",2007,"PARAÍBA",11,256,2007-11-01
"3467",2007,"PARAÍBA",12,133,2007-12-01
"3468",2008,"PARAÍBA",1,77,2008-01-01
"3469",2008,"PARAÍBA",2,20,2008-02-01
"3470",2008,"PARAÍBA",3,8,2008-03-01
"3471",2008,"PARAÍBA",4,0,2008-04-01
"3472",2008,"PARAÍBA",5,0,2008-05-01
"3473",2008,"PARAÍBA",6,0,2008-06-01
"3474",2008,"PARAÍBA",7,0,2008-07-01
"3475",2008,"PARAÍBA",8,1,2008-08-01
"3476",2008,"PARAÍBA",9,21,2008-09-01
"3477",2008,"PARAÍBA",10,80,2008-10-01
"3478",2008,"PARAÍBA",11,175,2008-11-01
"3479",2008,"PARAÍBA",12,187,2008-12-01
"3480",2009,"PARAÍBA",1,115,2009-01-01
"3481",2009,"PARAÍBA",2,9,2009-02-01
"3482",2009,"PARAÍBA",3,2,2009-03-01
"3483",2009,"PARAÍBA",4,1,2009-04-01
"3484",2009,"PARAÍBA",5,0,2009-05-01
"3485",2009,"PARAÍBA",6,0,2009-06-01
"3486",2009,"PARAÍBA",7,3,2009-07-01
"3487",2009,"PARAÍBA",8,4,2009-08-01
"3488",2009,"PARAÍBA",9,28,2009-09-01
"3489",2009,"PARAÍBA",10,117,2009-10-01
"3490",2009,"PARAÍBA",11,428,2009-11-01
"3491",2009,"PARAÍBA",12,270,2009-12-01
"3492",2010,"PARAÍBA",1,46,2010-01-01
"3493",2010,"PARAÍBA",2,15,2010-02-01
"3494",2010,"PARAÍBA",3,16,2010-03-01
"3495",2010,"PARAÍBA",4,2,2010-04-01
"3496",2010,"PARAÍBA",5,10,2010-05-01
"3497",2010,"PARAÍBA",6,3,2010-06-01
"3498",2010,"PARAÍBA",7,7,2010-07-01
"3499",2010,"PARAÍBA",8,9,2010-08-01
"3500",2010,"PARAÍBA",9,37,2010-09-01
"3501",2010,"PARAÍBA",10,150,2010-10-01
"3502",2010,"PARAÍBA",11,451,2010-11-01
"3503",2010,"PARAÍBA",12,65,2010-12-01
"3504",2011,"PARAÍBA",1,11,2011-01-01
"3505",2011,"PARAÍBA",2,5,2011-02-01
"3506",2011,"PARAÍBA",3,6,2011-03-01
"3507",2011,"PARAÍBA",4,2,2011-04-01
"3508",2011,"PARAÍBA",5,0,2011-05-01
"3509",2011,"PARAÍBA",6,2,2011-06-01
"3510",2011,"PARAÍBA",7,6,2011-07-01
"3511",2011,"PARAÍBA",8,12,2011-08-01
"3512",2011,"PARAÍBA",9,55,2011-09-01
"3513",2011,"PARAÍBA",10,200,2011-10-01
"3514",2011,"PARAÍBA",11,359,2011-11-01
"3515",2011,"PARAÍBA",12,179,2011-12-01
"3516",2012,"PARAÍBA",1,61,2012-01-01
"3517",2012,"PARAÍBA",2,15,2012-02-01
"3518",2012,"PARAÍBA",3,4,2012-03-01
"3519",2012,"PARAÍBA",4,13,2012-04-01
"3520",2012,"PARAÍBA",5,10,2012-05-01
"3521",2012,"PARAÍBA",6,5,2012-06-01
"3522",2012,"PARAÍBA",7,5,2012-07-01
"3523",2012,"PARAÍBA",8,13,2012-08-01
"3524",2012,"PARAÍBA",9,71,2012-09-01
"3525",2012,"PARAÍBA",10,136,2012-10-01
"3526",2012,"PARAÍBA",11,130,2012-11-01
"3527",2012,"PARAÍBA",12,62,2012-12-01
"3528",2013,"PARAÍBA",1,38,2013-01-01
"3529",2013,"PARAÍBA",2,9,2013-02-01
"3530",2013,"PARAÍBA",3,3,2013-03-01
"3531",2013,"PARAÍBA",4,6,2013-04-01
"3532",2013,"PARAÍBA",5,3,2013-05-01
"3533",2013,"PARAÍBA",6,3,2013-06-01
"3534",2013,"PARAÍBA",7,1,2013-07-01
"3535",2013,"PARAÍBA",8,3,2013-08-01
"3536",2013,"PARAÍBA",9,25,2013-09-01
"3537",2013,"PARAÍBA",10,58,2013-10-01
"3538",2013,"PARAÍBA",11,95,2013-11-01
"3539",2013,"PARAÍBA",12,78,2013-12-01
"3540",2014,"PARAÍBA",1,75,2014-01-01
"3541",2014,"PARAÍBA",2,6,2014-02-01
"3542",2014,"PARAÍBA",3,18,2014-03-01
"3543",2014,"PARAÍBA",4,8,2014-04-01
"3544",2014,"PARAÍBA",5,1,2014-05-01
"3545",2014,"PARAÍBA",6,1,2014-06-01
"3546",2014,"PARAÍBA",7,9,2014-07-01
"3547",2014,"PARAÍBA",8,30,2014-08-01
"3548",2014,"PARAÍBA",9,51,2014-09-01
"3549",2014,"PARAÍBA",10,70,2014-10-01
"3550",2014,"PARAÍBA",11,111,2014-11-01
"3551",2014,"PARAÍBA",12,62,2014-12-01
"3552",2015,"PARAÍBA",1,42,2015-01-01
"3553",2015,"PARAÍBA",2,15,2015-02-01
"3554",2015,"PARAÍBA",3,7,2015-03-01
"3555",2015,"PARAÍBA",4,11,2015-04-01
"3556",2015,"PARAÍBA",5,6,2015-05-01
"3557",2015,"PARAÍBA",6,0,2015-06-01
"3558",2015,"PARAÍBA",7,3,2015-07-01
"3559",2015,"PARAÍBA",8,5,2015-08-01
"3560",2015,"PARAÍBA",9,48,2015-09-01
"3561",2015,"PARAÍBA",10,121,2015-10-01
"3562",2015,"PARAÍBA",11,206,2015-11-01
"3563",2015,"PARAÍBA",12,122,2015-12-01
"3564",2016,"PARAÍBA",1,18,2016-01-01
"3565",2016,"PARAÍBA",2,4,2016-02-01
"3566",2016,"PARAÍBA",3,1,2016-03-01
"3567",2016,"PARAÍBA",4,1,2016-04-01
"3568",2016,"PARAÍBA",5,1,2016-05-01
"3569",2016,"PARAÍBA",6,4,2016-06-01
"3570",2016,"PARAÍBA",7,22,2016-07-01
"3571",2016,"PARAÍBA",8,50,2016-08-01
"3572",2016,"PARAÍBA",9,131,2016-09-01
"3573",2016,"PARAÍBA",10,304,2016-10-01
"3574",2016,"PARAÍBA",11,132,2016-11-01
"3575",2016,"PARAÍBA",12,8,2016-12-01
"3576",2017,"PARAÍBA",1,23,2017-01-01
"3577",2017,"PARAÍBA",2,8,2017-02-01
"3578",2017,"PARAÍBA",3,2,2017-03-01
"3579",2017,"PARAÍBA",4,1,2017-04-01
"3580",2017,"PARAÍBA",5,1,2017-05-01
"3581",2017,"PARAÍBA",6,0,2017-06-01
"3582",2017,"PARAÍBA",7,2,2017-07-01
"3583",2017,"PARAÍBA",8,3,2017-08-01
"3584",2017,"PARAÍBA",9,30,2017-09-01
"3585",2017,"PARAÍBA",10,123,2017-10-01
"3586",2017,"PARAÍBA",11,101,2017-11-01
"3587",1998,"PARANÁ",1,0,1998-01-01
"3588",1998,"PARANÁ",2,0,1998-02-01
"3589",1998,"PARANÁ",3,0,1998-03-01
"3590",1998,"PARANÁ",4,0,1998-04-01
"3591",1998,"PARANÁ",5,0,1998-05-01
"3592",1998,"PARANÁ",6,36,1998-06-01
"3593",1998,"PARANÁ",7,59,1998-07-01
"3594",1998,"PARANÁ",8,42,1998-08-01
"3595",1998,"PARANÁ",9,61,1998-09-01
"3596",1998,"PARANÁ",10,61,1998-10-01
"3597",1998,"PARANÁ",11,143,1998-11-01
"3598",1998,"PARANÁ",12,82,1998-12-01
"3599",1999,"PARANÁ",1,7,1999-01-01
"3600",1999,"PARANÁ",2,22,1999-02-01
"3601",1999,"PARANÁ",3,40,1999-03-01
"3602",1999,"PARANÁ",4,39,1999-04-01
"3603",1999,"PARANÁ",5,57,1999-05-01
"3604",1999,"PARANÁ",6,31,1999-06-01
"3605",1999,"PARANÁ",7,94,1999-07-01
"3606",1999,"PARANÁ",8,938,1999-08-01
"3607",1999,"PARANÁ",9,878,1999-09-01
"3608",1999,"PARANÁ",10,452,1999-10-01
"3609",1999,"PARANÁ",11,447,1999-11-01
"3610",1999,"PARANÁ",12,254,1999-12-01
"3611",2000,"PARANÁ",1,49,2000-01-01
"3612",2000,"PARANÁ",2,67,2000-02-01
"3613",2000,"PARANÁ",3,52,2000-03-01
"3614",2000,"PARANÁ",4,51,2000-04-01
"3615",2000,"PARANÁ",5,43,2000-05-01
"3616",2000,"PARANÁ",6,53,2000-06-01
"3617",2000,"PARANÁ",7,98,2000-07-01
"3618",2000,"PARANÁ",8,849,2000-08-01
"3619",2000,"PARANÁ",9,381,2000-09-01
"3620",2000,"PARANÁ",10,658,2000-10-01
"3621",2000,"PARANÁ",11,85,2000-11-01
"3622",2000,"PARANÁ",12,159,2000-12-01
"3623",2001,"PARANÁ",1,32,2001-01-01
"3624",2001,"PARANÁ",2,8,2001-02-01
"3625",2001,"PARANÁ",3,12,2001-03-01
"3626",2001,"PARANÁ",4,43,2001-04-01
"3627",2001,"PARANÁ",5,26,2001-05-01
"3628",2001,"PARANÁ",6,43,2001-06-01
"3629",2001,"PARANÁ",7,122,2001-07-01
"3630",2001,"PARANÁ",8,342,2001-08-01
"3631",2001,"PARANÁ",9,258,2001-09-01
"3632",2001,"PARANÁ",10,209,2001-10-01
"3633",2001,"PARANÁ",11,89,2001-11-01
"3634",2001,"PARANÁ",12,85,2001-12-01
"3635",2002,"PARANÁ",1,47,2002-01-01
"3636",2002,"PARANÁ",2,24,2002-02-01
"3637",2002,"PARANÁ",3,18,2002-03-01
"3638",2002,"PARANÁ",4,84,2002-04-01
"3639",2002,"PARANÁ",5,65,2002-05-01
"3640",2002,"PARANÁ",6,115,2002-06-01
"3641",2002,"PARANÁ",7,172,2002-07-01
"3642",2002,"PARANÁ",8,1593,2002-08-01
"3643",2002,"PARANÁ",9,1071,2002-09-01
"3644",2002,"PARANÁ",10,399,2002-10-01
"3645",2002,"PARANÁ",11,425,2002-11-01
"3646",2002,"PARANÁ",12,165,2002-12-01
"3647",2003,"PARANÁ",1,109,2003-01-01
"3648",2003,"PARANÁ",2,46,2003-02-01
"3649",2003,"PARANÁ",3,76,2003-03-01
"3650",2003,"PARANÁ",4,130,2003-04-01
"3651",2003,"PARANÁ",5,115,2003-05-01
"3652",2003,"PARANÁ",6,159,2003-06-01
"3653",2003,"PARANÁ",7,101,2003-07-01
"3654",2003,"PARANÁ",8,1896,2003-08-01
"3655",2003,"PARANÁ",9,2446,2003-09-01
"3656",2003,"PARANÁ",10,1228,2003-10-01
"3657",2003,"PARANÁ",11,503,2003-11-01
"3658",2003,"PARANÁ",12,171,2003-12-01
"3659",2004,"PARANÁ",1,88,2004-01-01
"3660",2004,"PARANÁ",2,42,2004-02-01
"3661",2004,"PARANÁ",3,83,2004-03-01
"3662",2004,"PARANÁ",4,68,2004-04-01
"3663",2004,"PARANÁ",5,9,2004-05-01
"3664",2004,"PARANÁ",6,147,2004-06-01
"3665",2004,"PARANÁ",7,148,2004-07-01
"3666",2004,"PARANÁ",8,1237,2004-08-01
"3667",2004,"PARANÁ",9,1360,2004-09-01
"3668",2004,"PARANÁ",10,666,2004-10-01
"3669",2004,"PARANÁ",11,388,2004-11-01
"3670",2004,"PARANÁ",12,151,2004-12-01
"3671",2005,"PARANÁ",1,55,2005-01-01
"3672",2005,"PARANÁ",2,77,2005-02-01
"3673",2005,"PARANÁ",3,84,2005-03-01
"3674",2005,"PARANÁ",4,22,2005-04-01
"3675",2005,"PARANÁ",5,125,2005-05-01
"3676",2005,"PARANÁ",6,114,2005-06-01
"3677",2005,"PARANÁ",7,155,2005-07-01
"3678",2005,"PARANÁ",8,800,2005-08-01
"3679",2005,"PARANÁ",9,386,2005-09-01
"3680",2005,"PARANÁ",10,157,2005-10-01
"3681",2005,"PARANÁ",11,597,2005-11-01
"3682",2005,"PARANÁ",12,40,2005-12-01
"3683",2006,"PARANÁ",1,78,2006-01-01
"3684",2006,"PARANÁ",2,60,2006-02-01
"3685",2006,"PARANÁ",3,56,2006-03-01
"3686",2006,"PARANÁ",4,49,2006-04-01
"3687",2006,"PARANÁ",5,90,2006-05-01
"3688",2006,"PARANÁ",6,62,2006-06-01
"3689",2006,"PARANÁ",7,139,2006-07-01
"3690",2006,"PARANÁ",8,844,2006-08-01
"3691",2006,"PARANÁ",9,866,2006-09-01
"3692",2006,"PARANÁ",10,327,2006-10-01
"3693",2006,"PARANÁ",11,60,2006-11-01
"3694",2006,"PARANÁ",12,6,2006-12-01
"3695",2007,"PARANÁ",1,11,2007-01-01
"3696",2007,"PARANÁ",2,32,2007-02-01
"3697",2007,"PARANÁ",3,54,2007-03-01
"3698",2007,"PARANÁ",4,14,2007-04-01
"3699",2007,"PARANÁ",5,14,2007-05-01
"3700",2007,"PARANÁ",6,57,2007-06-01
"3701",2007,"PARANÁ",7,60,2007-07-01
"3702",2007,"PARANÁ",8,580,2007-08-01
"3703",2007,"PARANÁ",9,960,2007-09-01
"3704",2007,"PARANÁ",10,194,2007-10-01
"3705",2007,"PARANÁ",11,59,2007-11-01
"3706",2007,"PARANÁ",12,22,2007-12-01
"3707",2008,"PARANÁ",1,35,2008-01-01
"3708",2008,"PARANÁ",2,38,2008-02-01
"3709",2008,"PARANÁ",3,43,2008-03-01
"3710",2008,"PARANÁ",4,62,2008-04-01
"3711",2008,"PARANÁ",5,41,2008-05-01
"3712",2008,"PARANÁ",6,17,2008-06-01
"3713",2008,"PARANÁ",7,87,2008-07-01
"3714",2008,"PARANÁ",8,205,2008-08-01
"3715",2008,"PARANÁ",9,413,2008-09-01
"3716",2008,"PARANÁ",10,78,2008-10-01
"3717",2008,"PARANÁ",11,39,2008-11-01
"3718",2008,"PARANÁ",12,62,2008-12-01
"3719",2009,"PARANÁ",1,35,2009-01-01
"3720",2009,"PARANÁ",2,21,2009-02-01
"3721",2009,"PARANÁ",3,57,2009-03-01
"3722",2009,"PARANÁ",4,80,2009-04-01
"3723",2009,"PARANÁ",5,117,2009-05-01
"3724",2009,"PARANÁ",6,105,2009-06-01
"3725",2009,"PARANÁ",7,34,2009-07-01
"3726",2009,"PARANÁ",8,844,2009-08-01
"3727",2009,"PARANÁ",9,149,2009-09-01
"3728",2009,"PARANÁ",10,424,2009-10-01
"3729",2009,"PARANÁ",11,90,2009-11-01
"3730",2009,"PARANÁ",12,30,2009-12-01
"3731",2010,"PARANÁ",1,18,2010-01-01
"3732",2010,"PARANÁ",2,46,2010-02-01
"3733",2010,"PARANÁ",3,22,2010-03-01
"3734",2010,"PARANÁ",4,71,2010-04-01
"3735",2010,"PARANÁ",5,39,2010-05-01
"3736",2010,"PARANÁ",6,55,2010-06-01
"3737",2010,"PARANÁ",7,196,2010-07-01
"3738",2010,"PARANÁ",8,733,2010-08-01
"3739",2010,"PARANÁ",9,270,2010-09-01
"3740",2010,"PARANÁ",10,230,2010-10-01
"3741",2010,"PARANÁ",11,183,2010-11-01
"3742",2010,"PARANÁ",12,37,2010-12-01
"3743",2011,"PARANÁ",1,35,2011-01-01
"3744",2011,"PARANÁ",2,8,2011-02-01
"3745",2011,"PARANÁ",3,21,2011-03-01
"3746",2011,"PARANÁ",4,38,2011-04-01
"3747",2011,"PARANÁ",5,97,2011-05-01
"3748",2011,"PARANÁ",6,162,2011-06-01
"3749",2011,"PARANÁ",7,262,2011-07-01
"3750",2011,"PARANÁ",8,435,2011-08-01
"3751",2011,"PARANÁ",9,913,2011-09-01
"3752",2011,"PARANÁ",10,256,2011-10-01
"3753",2011,"PARANÁ",11,138,2011-11-01
"3754",2011,"PARANÁ",12,78,2011-12-01
"3755",2012,"PARANÁ",1,31,2012-01-01
"3756",2012,"PARANÁ",2,40,2012-02-01
"3757",2012,"PARANÁ",3,55,2012-03-01
"3758",2012,"PARANÁ",4,38,2012-04-01
"3759",2012,"PARANÁ",5,86,2012-05-01
"3760",2012,"PARANÁ",6,77,2012-06-01
"3761",2012,"PARANÁ",7,111,2012-07-01
"3762",2012,"PARANÁ",8,522,2012-08-01
"3763",2012,"PARANÁ",9,459,2012-09-01
"3764",2012,"PARANÁ",10,145,2012-10-01
"3765",2012,"PARANÁ",11,142,2012-11-01
"3766",2012,"PARANÁ",12,54,2012-12-01
"3767",2013,"PARANÁ",1,28,2013-01-01
"3768",2013,"PARANÁ",2,9,2013-02-01
"3769",2013,"PARANÁ",3,18,2013-03-01
"3770",2013,"PARANÁ",4,72,2013-04-01
"3771",2013,"PARANÁ",5,85,2013-05-01
"3772",2013,"PARANÁ",6,52,2013-06-01
"3773",2013,"PARANÁ",7,168,2013-07-01
"3774",2013,"PARANÁ",8,481,2013-08-01
"3775",2013,"PARANÁ",9,476,2013-09-01
"3776",2013,"PARANÁ",10,233,2013-10-01
"3777",2013,"PARANÁ",11,126,2013-11-01
"3778",2013,"PARANÁ",12,155,2013-12-01
"3779",2014,"PARANÁ",1,86,2014-01-01
"3780",2014,"PARANÁ",2,52,2014-02-01
"3781",2014,"PARANÁ",3,42,2014-03-01
"3782",2014,"PARANÁ",4,38,2014-04-01
"3783",2014,"PARANÁ",5,109,2014-05-01
"3784",2014,"PARANÁ",6,112,2014-06-01
"3785",2014,"PARANÁ",7,215,2014-07-01
"3786",2014,"PARANÁ",8,646,2014-08-01
"3787",2014,"PARANÁ",9,443,2014-09-01
"3788",2014,"PARANÁ",10,411,2014-10-01
"3789",2014,"PARANÁ",11,68,2014-11-01
"3790",2014,"PARANÁ",12,78,2014-12-01
"3791",2015,"PARANÁ",1,120,2015-01-01
"3792",2015,"PARANÁ",2,58,2015-02-01
"3793",2015,"PARANÁ",3,55,2015-03-01
"3794",2015,"PARANÁ",4,83,2015-04-01
"3795",2015,"PARANÁ",5,77,2015-05-01
"3796",2015,"PARANÁ",6,201,2015-06-01
"3797",2015,"PARANÁ",7,137,2015-07-01
"3798",2015,"PARANÁ",8,651,2015-08-01
"3799",2015,"PARANÁ",9,599,2015-09-01
"3800",2015,"PARANÁ",10,158,2015-10-01
"3801",2015,"PARANÁ",11,18,2015-11-01
"3802",2015,"PARANÁ",12,30,2015-12-01
"3803",2016,"PARANÁ",1,113,2016-01-01
"3804",2016,"PARANÁ",2,31,2016-02-01
"3805",2016,"PARANÁ",3,63,2016-03-01
"3806",2016,"PARANÁ",4,167,2016-04-01
"3807",2016,"PARANÁ",5,72,2016-05-01
"3808",2016,"PARANÁ",6,238,2016-06-01
"3809",2016,"PARANÁ",7,504,2016-07-01
"3810",2016,"PARANÁ",8,1010,2016-08-01
"3811",2016,"PARANÁ",9,1371,2016-09-01
"3812",2016,"PARANÁ",10,193,2016-10-01
"3813",2016,"PARANÁ",11,275,2016-11-01
"3814",2016,"PARANÁ",12,45,2016-12-01
"3815",2017,"PARANÁ",1,55,2017-01-01
"3816",2017,"PARANÁ",2,60,2017-02-01
"3817",2017,"PARANÁ",3,43,2017-03-01
"3818",2017,"PARANÁ",4,77,2017-04-01
"3819",2017,"PARANÁ",5,49,2017-05-01
"3820",2017,"PARANÁ",6,169,2017-06-01
"3821",2017,"PARANÁ",7,891,2017-07-01
"3822",2017,"PARANÁ",8,987,2017-08-01
"3823",2017,"PARANÁ",9,1706,2017-09-01
"3824",2017,"PARANÁ",10,134,2017-10-01
"3825",2017,"PARANÁ",11,292,2017-11-01
"3826",1998,"PERNAMBUCO",1,0,1998-01-01
"3827",1998,"PERNAMBUCO",2,0,1998-02-01
"3828",1998,"PERNAMBUCO",3,0,1998-03-01
"3829",1998,"PERNAMBUCO",4,0,1998-04-01
"3830",1998,"PERNAMBUCO",5,0,1998-05-01
"3831",1998,"PERNAMBUCO",6,1,1998-06-01
"3832",1998,"PERNAMBUCO",7,5,1998-07-01
"3833",1998,"PERNAMBUCO",8,12,1998-08-01
"3834",1998,"PERNAMBUCO",9,177,1998-09-01
"3835",1998,"PERNAMBUCO",10,372,1998-10-01
"3836",1998,"PERNAMBUCO",11,141,1998-11-01
"3837",1998,"PERNAMBUCO",12,59,1998-12-01
"3838",1999,"PERNAMBUCO",1,102,1999-01-01
"3839",1999,"PERNAMBUCO",2,13,1999-02-01
"3840",1999,"PERNAMBUCO",3,27,1999-03-01
"3841",1999,"PERNAMBUCO",4,2,1999-04-01
"3842",1999,"PERNAMBUCO",5,6,1999-05-01
"3843",1999,"PERNAMBUCO",6,7,1999-06-01
"3844",1999,"PERNAMBUCO",7,2,1999-07-01
"3845",1999,"PERNAMBUCO",8,3,1999-08-01
"3846",1999,"PERNAMBUCO",9,64,1999-09-01
"3847",1999,"PERNAMBUCO",10,180,1999-10-01
"3848",1999,"PERNAMBUCO",11,41,1999-11-01
"3849",1999,"PERNAMBUCO",12,16,1999-12-01
"3850",2000,"PERNAMBUCO",1,3,2000-01-01
"3851",2000,"PERNAMBUCO",2,4,2000-02-01
"3852",2000,"PERNAMBUCO",3,14,2000-03-01
"3853",2000,"PERNAMBUCO",4,1,2000-04-01
"3854",2000,"PERNAMBUCO",5,7,2000-05-01
"3855",2000,"PERNAMBUCO",6,4,2000-06-01
"3856",2000,"PERNAMBUCO",7,0,2000-07-01
"3857",2000,"PERNAMBUCO",8,31,2000-08-01
"3858",2000,"PERNAMBUCO",9,130,2000-09-01
"3859",2000,"PERNAMBUCO",10,411,2000-10-01
"3860",2000,"PERNAMBUCO",11,64,2000-11-01
"3861",2000,"PERNAMBUCO",12,22,2000-12-01
"3862",2001,"PERNAMBUCO",1,7,2001-01-01
"3863",2001,"PERNAMBUCO",2,2,2001-02-01
"3864",2001,"PERNAMBUCO",3,0,2001-03-01
"3865",2001,"PERNAMBUCO",4,2,2001-04-01
"3866",2001,"PERNAMBUCO",5,5,2001-05-01
"3867",2001,"PERNAMBUCO",6,2,2001-06-01
"3868",2001,"PERNAMBUCO",7,6,2001-07-01
"3869",2001,"PERNAMBUCO",8,27,2001-08-01
"3870",2001,"PERNAMBUCO",9,298,2001-09-01
"3871",2001,"PERNAMBUCO",10,461,2001-10-01
"3872",2001,"PERNAMBUCO",11,208,2001-11-01
"3873",2001,"PERNAMBUCO",12,62,2001-12-01
"3874",2002,"PERNAMBUCO",1,10,2002-01-01
"3875",2002,"PERNAMBUCO",2,19,2002-02-01
"3876",2002,"PERNAMBUCO",3,24,2002-03-01
"3877",2002,"PERNAMBUCO",4,5,2002-04-01
"3878",2002,"PERNAMBUCO",5,13,2002-05-01
"3879",2002,"PERNAMBUCO",6,1,2002-06-01
"3880",2002,"PERNAMBUCO",7,8,2002-07-01
"3881",2002,"PERNAMBUCO",8,37,2002-08-01
"3882",2002,"PERNAMBUCO",9,374,2002-09-01
"3883",2002,"PERNAMBUCO",10,638,2002-10-01
"3884",2002,"PERNAMBUCO",11,521,2002-11-01
"3885",2002,"PERNAMBUCO",12,259,2002-12-01
"3886",2003,"PERNAMBUCO",1,188,2003-01-01
"3887",2003,"PERNAMBUCO",2,35,2003-02-01
"3888",2003,"PERNAMBUCO",3,9,2003-03-01
"3889",2003,"PERNAMBUCO",4,7,2003-04-01
"3890",2003,"PERNAMBUCO",5,1,2003-05-01
"3891",2003,"PERNAMBUCO",6,2,2003-06-01
"3892",2003,"PERNAMBUCO",7,5,2003-07-01
"3893",2003,"PERNAMBUCO",8,26,2003-08-01
"3894",2003,"PERNAMBUCO",9,510,2003-09-01
"3895",2003,"PERNAMBUCO",10,859,2003-10-01
"3896",2003,"PERNAMBUCO",11,560,2003-11-01
"3897",2003,"PERNAMBUCO",12,229,2003-12-01
"3898",2004,"PERNAMBUCO",1,29,2004-01-01
"3899",2004,"PERNAMBUCO",2,8,2004-02-01
"3900",2004,"PERNAMBUCO",3,6,2004-03-01
"3901",2004,"PERNAMBUCO",4,5,2004-04-01
"3902",2004,"PERNAMBUCO",5,2,2004-05-01
"3903",2004,"PERNAMBUCO",6,4,2004-06-01
"3904",2004,"PERNAMBUCO",7,13,2004-07-01
"3905",2004,"PERNAMBUCO",8,41,2004-08-01
"3906",2004,"PERNAMBUCO",9,192,2004-09-01
"3907",2004,"PERNAMBUCO",10,545,2004-10-01
"3908",2004,"PERNAMBUCO",11,465,2004-11-01
"3909",2004,"PERNAMBUCO",12,373,2004-12-01
"3910",2005,"PERNAMBUCO",1,221,2005-01-01
"3911",2005,"PERNAMBUCO",2,33,2005-02-01
"3912",2005,"PERNAMBUCO",3,45,2005-03-01
"3913",2005,"PERNAMBUCO",4,1,2005-04-01
"3914",2005,"PERNAMBUCO",5,1,2005-05-01
"3915",2005,"PERNAMBUCO",6,3,2005-06-01
"3916",2005,"PERNAMBUCO",7,1,2005-07-01
"3917",2005,"PERNAMBUCO",8,10,2005-08-01
"3918",2005,"PERNAMBUCO",9,154,2005-09-01
"3919",2005,"PERNAMBUCO",10,408,2005-10-01
"3920",2005,"PERNAMBUCO",11,452,2005-11-01
"3921",2005,"PERNAMBUCO",12,191,2005-12-01
"3922",2006,"PERNAMBUCO",1,148,2006-01-01
"3923",2006,"PERNAMBUCO",2,41,2006-02-01
"3924",2006,"PERNAMBUCO",3,18,2006-03-01
"3925",2006,"PERNAMBUCO",4,2,2006-04-01
"3926",2006,"PERNAMBUCO",5,1,2006-05-01
"3927",2006,"PERNAMBUCO",6,0,2006-06-01
"3928",2006,"PERNAMBUCO",7,1,2006-07-01
"3929",2006,"PERNAMBUCO",8,8,2006-08-01
"3930",2006,"PERNAMBUCO",9,147,2006-09-01
"3931",2006,"PERNAMBUCO",10,310,2006-10-01
"3932",2006,"PERNAMBUCO",11,385,2006-11-01
"3933",2006,"PERNAMBUCO",12,207,2006-12-01
"3934",2007,"PERNAMBUCO",1,156,2007-01-01
"3935",2007,"PERNAMBUCO",2,21,2007-02-01
"3936",2007,"PERNAMBUCO",3,4,2007-03-01
"3937",2007,"PERNAMBUCO",4,1,2007-04-01
"3938",2007,"PERNAMBUCO",5,0,2007-05-01
"3939",2007,"PERNAMBUCO",6,1,2007-06-01
"3940",2007,"PERNAMBUCO",7,3,2007-07-01
"3941",2007,"PERNAMBUCO",8,20,2007-08-01
"3942",2007,"PERNAMBUCO",9,164,2007-09-01
"3943",2007,"PERNAMBUCO",10,702,2007-10-01
