"","year","state","month","fires","date"
"3944",2007,"PERNAMBUCO",11,359,2007-11-01
"3945",2007,"PERNAMBUCO",12,200,2007-12-01
"3946",2008,"PERNAMBUCO",1,170,2008-01-01
"3947",2008,"PERNAMBUCO",2,48,2008-02-01
"3948",2008,"PERNAMBUCO",3,32,2008-03-01
"3949",2008,"PERNAMBUCO",4,5,2008-04-01
"3950",2008,"PERNAMBUCO",5,0,2008-05-01
"3951",2008,"PERNAMBUCO",6,0,2008-06-01
"3952",2008,"PERNAMBUCO",7,0,2008-07-01
"3953",2008,"PERNAMBUCO",8,2,2008-08-01
"3954",2008,"PERNAMBUCO",9,92,2008-09-01
"3955",2008,"PERNAMBUCO",10,274,2008-10-01
"3956",2008,"PERNAMBUCO",11,363,2008-11-01
"3957",2008,"PERNAMBUCO",12,203,2008-12-01
"3958",2009,"PERNAMBUCO",1,256,2009-01-01
"3959",2009,"PERNAMBUCO",2,28,2009-02-01
"3960",2009,"PERNAMBUCO",3,15,2009-03-01
"3961",2009,"PERNAMBUCO",4,3,2009-04-01
"3962",2009,"PERNAMBUCO",5,0,2009-05-01
"3963",2009,"PERNAMBUCO",6,1,2009-06-01
"3964",2009,"PERNAMBUCO",7,1,2009-07-01
"3965",2009,"PERNAMBUCO",8,10,2009-08-01
"3966",2009,"PERNAMBUCO",9,164,2009-09-01
"3967",2009,"PERNAMBUCO",10,254,2009-10-01
"3968",2009,"PERNAMBUCO",11,486,2009-11-01
"3969",2009,"PERNAMBUCO",12,351,2009-12-01
"3970",2010,"PERNAMBUCO",1,47,2010-01-01
"3971",2010,"PERNAMBUCO",2,33,2010-02-01
"3972",2010,"PERNAMBUCO",3,59,2010-03-01
"3973",2010,"PERNAMBUCO",4,2,2010-04-01
"3974",2010,"PERNAMBUCO",5,8,2010-05-01
"3975",2010,"PERNAMBUCO",6,1,2010-06-01
"3976",2010,"PERNAMBUCO",7,7,2010-07-01
"3977",2010,"PERNAMBUCO",8,29,2010-08-01
"3978",2010,"PERNAMBUCO",9,179,2010-09-01
"3979",2010,"PERNAMBUCO",10,347,2010-10-01
"3980",2010,"PERNAMBUCO",11,831,2010-11-01
"3981",2010,"PERNAMBUCO",12,117,2010-12-01
"3982",2011,"PERNAMBUCO",1,49,2011-01-01
"3983",2011,"PERNAMBUCO",2,25,2011-02-01
"3984",2011,"PERNAMBUCO",3,39,2011-03-01
"3985",2011,"PERNAMBUCO",4,22,2011-04-01
"3986",2011,"PERNAMBUCO",5,1,2011-05-01
"3987",2011,"PERNAMBUCO",6,4,2011-06-01
"3988",2011,"PERNAMBUCO",7,2,2011-07-01
"3989",2011,"PERNAMBUCO",8,27,2011-08-01
"3990",2011,"PERNAMBUCO",9,243,2011-09-01
"3991",2011,"PERNAMBUCO",10,461,2011-10-01
"3992",2011,"PERNAMBUCO",11,352,2011-11-01
"3993",2011,"PERNAMBUCO",12,364,2011-12-01
"3994",2012,"PERNAMBUCO",1,146,2012-01-01
"3995",2012,"PERNAMBUCO",2,64,2012-02-01
"3996",2012,"PERNAMBUCO",3,44,2012-03-01
"3997",2012,"PERNAMBUCO",4,46,2012-04-01
"3998",2012,"PERNAMBUCO",5,36,2012-05-01
"3999",2012,"PERNAMBUCO",6,12,2012-06-01
"4000",2012,"PERNAMBUCO",7,11,2012-07-01
"4001",2012,"PERNAMBUCO",8,27,2012-08-01
"4002",2012,"PERNAMBUCO",9,192,2012-09-01
"4003",2012,"PERNAMBUCO",10,222,2012-10-01
"4004",2012,"PERNAMBUCO",11,181,2012-11-01
"4005",2012,"PERNAMBUCO",12,108,2012-12-01
"4006",2013,"PERNAMBUCO",1,55,2013-01-01
"4007",2013,"PERNAMBUCO",2,29,2013-02-01
"4008",2013,"PERNAMBUCO",3,40,2013-03-01
"4009",2013,"PERNAMBUCO",4,11,2013-04-01
"4010",2013,"PERNAMBUCO",5,9,2013-05-01
"4011",2013,"PERNAMBUCO",6,12,2013-06-01
"4012",2013,"PERNAMBUCO",7,4,2013-07-01
"4013",2013,"PERNAMBUCO",8,14,2013-08-01
"4014",2013,"PERNAMBUCO",9,143,2013-09-01
"4015",2013,"PERNAMBUCO",10,161,2013-10-01
"4016",2013,"PERNAMBUCO",11,110,2013-11-01
"4017",2013,"PERNAMBUCO",12,141,2013-12-01
"4018",2014,"PERNAMBUCO",1,99,2014-01-01
"4019",2014,"PERNAMBUCO",2,25,2014-02-01
"4020",2014,"PERNAMBUCO",3,36,2014-03-01
"4021",2014,"PERNAMBUCO",4,10,2014-04-01
"4022",2014,"PERNAMBUCO",5,4,2014-05-01
"4023",2014,"PERNAMBUCO",6,3,2014-06-01
"4024",2014,"PERNAMBUCO",7,11,2014-07-01
"4025",2014,"PERNAMBUCO",8,23,2014-08-01
"4026",2014,"PERNAMBUCO",9,63,2014-09-01
"4027",2014,"PERNAMBUCO",10,174,2014-10-01
"4028",2014,"PERNAMBUCO",11,111,2014-11-01
"4029",2014,"PERNAMBUCO",12,101,2014-12-01
"4030",2015,"PERNAMBUCO",1,109,2015-01-01
"4031",2015,"PERNAMBUCO",2,55,2015-02-01
"4032",2015,"PERNAMBUCO",3,33,2015-03-01
"4033",2015,"PERNAMBUCO",4,30,2015-04-01
"4034",2015,"PERNAMBUCO",5,17,2015-05-01
"4035",2015,"PERNAMBUCO",6,3,2015-06-01
"4036",2015,"PERNAMBUCO",7,13,2015-07-01
"4037",2015,"PERNAMBUCO",8,21,2015-08-01
"4038",2015,"PERNAMBUCO",9,116,2015-09-01
"4039",2015,"PERNAMBUCO",10,194,2015-10-01
"4040",2015,"PERNAMBUCO",11,315,2015-11-01
"4041",2015,"PERNAMBUCO",12,176,2015-12-01
"4042",2016,"PERNAMBUCO",1,24,2016-01-01
"4043",2016,"PERNAMBUCO",2,19,2016-02-01
"4044",2016,"PERNAMBUCO",3,4,2016-03-01
"4045",2016,"PERNAMBUCO",4,8,2016-04-01
"4046",2016,"PERNAMBUCO",5,6,2016-05-01
"4047",2016,"PERNAMBUCO",6,4,2016-06-01
"4048",2016,"PERNAMBUCO",7,17,2016-07-01
"4049",2016,"PERNAMBUCO",8,42,2016-08-01
"4050",2016,"PERNAMBUCO",9,171,2016-09-01
"4051",2016,"PERNAMBUCO",10,319,2016-10-01
"4052",2016,"PERNAMBUCO",11,191,2016-11-01
"4053",2016,"PERNAMBUCO",12,161,2016-12-01
"4054",2017,"PERNAMBUCO",1,52,2017-01-01
"4055",2017,"PERNAMBUCO",2,23,2017-02-01
"4056",2017,"PERNAMBUCO",3,7,2017-03-01
"4057",2017,"PERNAMBUCO",4,9,2017-04-01
"4058",2017,"PERNAMBUCO",5,13,2017-05-01
"4059",2017,"PERNAMBUCO",6,5,2017-06-01
"4060",2017,"PERNAMBUCO",7,2,2017-07-01
"4061",2017,"PERNAMBUCO",8,20,2017-08-01
"4062",2017,"PERNAMBUCO",9,69,2017-09-01
"4063",2017,"PERNAMBUCO",10,256,2017-10-01
"4064",2017,"PERNAMBUCO",11,66,2017-11-01
"4065",1998,"PIAUÍ",1,0,1998-01-01
"4066",1998,"PIAUÍ",2,0,1998-02-01
"4067",1998,"PIAUÍ",3,0,1998-03-01
"4068",1998,"PIAUÍ",4,0,1998-04-01
"4069",1998,"PIAUÍ",5,0,1998-05-01
"4070",1998,"PIAUÍ",6,46,1998-06-01
"4071",1998,"PIAUÍ",7,189,1998-07-01
"4072",1998,"PIAUÍ",8,711,1998-08-01
"4073",1998,"PIAUÍ",9,1991,1998-09-01
"4074",1998,"PIAUÍ",10,2586,1998-10-01
"4075",1998,"PIAUÍ",11,424,1998-11-01
"4076",1998,"PIAUÍ",12,119,1998-12-01
"4077",1999,"PIAUÍ",1,21,1999-01-01
"4078",1999,"PIAUÍ",2,22,1999-02-01
"4079",1999,"PIAUÍ",3,4,1999-03-01
"4080",1999,"PIAUÍ",4,10,1999-04-01
"4081",1999,"PIAUÍ",5,8,1999-05-01
"4082",1999,"PIAUÍ",6,47,1999-06-01
"4083",1999,"PIAUÍ",7,123,1999-07-01
"4084",1999,"PIAUÍ",8,499,1999-08-01
"4085",1999,"PIAUÍ",9,872,1999-09-01
"4086",1999,"PIAUÍ",10,1438,1999-10-01
"4087",1999,"PIAUÍ",11,334,1999-11-01
"4088",1999,"PIAUÍ",12,74,1999-12-01
"4089",2000,"PIAUÍ",1,5,2000-01-01
"4090",2000,"PIAUÍ",2,12,2000-02-01
"4091",2000,"PIAUÍ",3,14,2000-03-01
"4092",2000,"PIAUÍ",4,15,2000-04-01
"4093",2000,"PIAUÍ",5,25,2000-05-01
"4094",2000,"PIAUÍ",6,18,2000-06-01
"4095",2000,"PIAUÍ",7,75,2000-07-01
"4096",2000,"PIAUÍ",8,415,2000-08-01
"4097",2000,"PIAUÍ",9,1099,2000-09-01
"4098",2000,"PIAUÍ",10,2558,2000-10-01
"4099",2000,"PIAUÍ",11,450,2000-11-01
"4100",2000,"PIAUÍ",12,79,2000-12-01
"4101",2001,"PIAUÍ",1,29,2001-01-01
"4102",2001,"PIAUÍ",2,0,2001-02-01
"4103",2001,"PIAUÍ",3,2,2001-03-01
"4104",2001,"PIAUÍ",4,1,2001-04-01
"4105",2001,"PIAUÍ",5,36,2001-05-01
"4106",2001,"PIAUÍ",6,87,2001-06-01
"4107",2001,"PIAUÍ",7,337,2001-07-01
"4108",2001,"PIAUÍ",8,1133,2001-08-01
"4109",2001,"PIAUÍ",9,2401,2001-09-01
"4110",2001,"PIAUÍ",10,3742,2001-10-01
"4111",2001,"PIAUÍ",11,1484,2001-11-01
"4112",2001,"PIAUÍ",12,230,2001-12-01
"4113",2002,"PIAUÍ",1,33,2002-01-01
"4114",2002,"PIAUÍ",2,160,2002-02-01
"4115",2002,"PIAUÍ",3,63,2002-03-01
"4116",2002,"PIAUÍ",4,87,2002-04-01
"4117",2002,"PIAUÍ",5,84,2002-05-01
"4118",2002,"PIAUÍ",6,161,2002-06-01
"4119",2002,"PIAUÍ",7,534,2002-07-01
"4120",2002,"PIAUÍ",8,2280,2002-08-01
"4121",2002,"PIAUÍ",9,2475,2002-09-01
"4122",2002,"PIAUÍ",10,2757,2002-10-01
"4123",2002,"PIAUÍ",11,1174,2002-11-01
"4124",2002,"PIAUÍ",12,373,2002-12-01
"4125",2003,"PIAUÍ",1,86,2003-01-01
"4126",2003,"PIAUÍ",2,3,2003-02-01
"4127",2003,"PIAUÍ",3,15,2003-03-01
"4128",2003,"PIAUÍ",4,22,2003-04-01
"4129",2003,"PIAUÍ",5,13,2003-05-01
"4130",2003,"PIAUÍ",6,88,2003-06-01
"4131",2003,"PIAUÍ",7,407,2003-07-01
"4132",2003,"PIAUÍ",8,864,2003-08-01
"4133",2003,"PIAUÍ",9,3399,2003-09-01
"4134",2003,"PIAUÍ",10,2332,2003-10-01
"4135",2003,"PIAUÍ",11,1248,2003-11-01
"4136",2003,"PIAUÍ",12,459,2003-12-01
"4137",2004,"PIAUÍ",1,42,2004-01-01
"4138",2004,"PIAUÍ",2,20,2004-02-01
"4139",2004,"PIAUÍ",3,27,2004-03-01
"4140",2004,"PIAUÍ",4,10,2004-04-01
"4141",2004,"PIAUÍ",5,80,2004-05-01
"4142",2004,"PIAUÍ",6,239,2004-06-01
"4143",2004,"PIAUÍ",7,564,2004-07-01
"4144",2004,"PIAUÍ",8,1002,2004-08-01
"4145",2004,"PIAUÍ",9,2662,2004-09-01
"4146",2004,"PIAUÍ",10,2144,2004-10-01
"4147",2004,"PIAUÍ",11,1798,2004-11-01
"4148",2004,"PIAUÍ",12,788,2004-12-01
"4149",2005,"PIAUÍ",1,94,2005-01-01
"4150",2005,"PIAUÍ",2,26,2005-02-01
"4151",2005,"PIAUÍ",3,13,2005-03-01
"4152",2005,"PIAUÍ",4,3,2005-04-01
"4153",2005,"PIAUÍ",5,22,2005-05-01
"4154",2005,"PIAUÍ",6,171,2005-06-01
"4155",2005,"PIAUÍ",7,445,2005-07-01
"4156",2005,"PIAUÍ",8,943,2005-08-01
"4157",2005,"PIAUÍ",9,3136,2005-09-01
"4158",2005,"PIAUÍ",10,3263,2005-10-01
"4159",2005,"PIAUÍ",11,1599,2005-11-01
"4160",2005,"PIAUÍ",12,486,2005-12-01
"4161",2006,"PIAUÍ",1,133,2006-01-01
"4162",2006,"PIAUÍ",2,23,2006-02-01
"4163",2006,"PIAUÍ",3,18,2006-03-01
"4164",2006,"PIAUÍ",4,1,2006-04-01
"4165",2006,"PIAUÍ",5,0,2006-05-01
"4166",2006,"PIAUÍ",6,40,2006-06-01
"4167",2006,"PIAUÍ",7,150,2006-07-01
"4168",2006,"PIAUÍ",8,911,2006-08-01
"4169",2006,"PIAUÍ",9,1618,2006-09-01
"4170",2006,"PIAUÍ",10,1443,2006-10-01
"4171",2006,"PIAUÍ",11,740,2006-11-01
"4172",2006,"PIAUÍ",12,339,2006-12-01
"4173",2007,"PIAUÍ",1,123,2007-01-01
"4174",2007,"PIAUÍ",2,11,2007-02-01
"4175",2007,"PIAUÍ",3,31,2007-03-01
"4176",2007,"PIAUÍ",4,9,2007-04-01
"4177",2007,"PIAUÍ",5,52,2007-05-01
"4178",2007,"PIAUÍ",6,303,2007-06-01
"4179",2007,"PIAUÍ",7,919,2007-07-01
"4180",2007,"PIAUÍ",8,3551,2007-08-01
"4181",2007,"PIAUÍ",9,4078,2007-09-01
"4182",2007,"PIAUÍ",10,2331,2007-10-01
"4183",2007,"PIAUÍ",11,939,2007-11-01
"4184",2007,"PIAUÍ",12,317,2007-12-01
"4185",2008,"PIAUÍ",1,61,2008-01-01
"4186",2008,"PIAUÍ",2,21,2008-02-01
"4187",2008,"PIAUÍ",3,4,2008-03-01
"4188",2008,"PIAUÍ",4,7,2008-04-01
"4189",2008,"PIAUÍ",5,12,2008-05-01
"4190",2008,"PIAUÍ",6,33,2008-06-01
"4191",2008,"PIAUÍ",7,97,2008-07-01
"4192",2008,"PIAUÍ",8,290,2008-08-01
"4193",2008,"PIAUÍ",9,1472,2008-09-01
"4194",2008,"PIAUÍ",10,1830,2008-10-01
"4195",2008,"PIAUÍ",11,594,2008-11-01
"4196",2008,"PIAUÍ",12,329,2008-12-01
"4197",2009,"PIAUÍ",1,79,2009-01-01
"4198",2009,"PIAUÍ",2,19,2009-02-01
"4199",2009,"PIAUÍ",3,17,2009-03-01
"4200",2009,"PIAUÍ",4,8,2009-04-01
"4201",2009,"PIAUÍ",5,12,2009-05-01
"4202",2009,"PIAUÍ",6,56,2009-06-01
"4203",2009,"PIAUÍ",7,302,2009-07-01
"4204",2009,"PIAUÍ",8,790,2009-08-01
"4205",2009,"PIAUÍ",9,1709,2009-09-01
"4206",2009,"PIAUÍ",10,913,2009-10-01
"4207",2009,"PIAUÍ",11,1336,2009-11-01
"4208",2009,"PIAUÍ",12,570,2009-12-01
"4209",2010,"PIAUÍ",1,99,2010-01-01
"4210",2010,"PIAUÍ",2,54,2010-02-01
"4211",2010,"PIAUÍ",3,47,2010-03-01
"4212",2010,"PIAUÍ",4,56,2010-04-01
"4213",2010,"PIAUÍ",5,231,2010-05-01
"4214",2010,"PIAUÍ",6,208,2010-06-01
"4215",2010,"PIAUÍ",7,1696,2010-07-01
"4216",2010,"PIAUÍ",8,4035,2010-08-01
"4217",2010,"PIAUÍ",9,5392,2010-09-01
"4218",2010,"PIAUÍ",10,3863,2010-10-01
"4219",2010,"PIAUÍ",11,1417,2010-11-01
"4220",2010,"PIAUÍ",12,357,2010-12-01
"4221",2011,"PIAUÍ",1,39,2011-01-01
"4222",2011,"PIAUÍ",2,11,2011-02-01
"4223",2011,"PIAUÍ",3,15,2011-03-01
"4224",2011,"PIAUÍ",4,16,2011-04-01
"4225",2011,"PIAUÍ",5,77,2011-05-01
"4226",2011,"PIAUÍ",6,462,2011-06-01
"4227",2011,"PIAUÍ",7,864,2011-07-01
"4228",2011,"PIAUÍ",8,1958,2011-08-01
"4229",2011,"PIAUÍ",9,4402,2011-09-01
"4230",2011,"PIAUÍ",10,1484,2011-10-01
"4231",2011,"PIAUÍ",11,825,2011-11-01
"4232",2011,"PIAUÍ",12,362,2011-12-01
"4233",2012,"PIAUÍ",1,80,2012-01-01
"4234",2012,"PIAUÍ",2,31,2012-02-01
"4235",2012,"PIAUÍ",3,71,2012-03-01
"4236",2012,"PIAUÍ",4,119,2012-04-01
"4237",2012,"PIAUÍ",5,334,2012-05-01
"4238",2012,"PIAUÍ",6,834,2012-06-01
"4239",2012,"PIAUÍ",7,1755,2012-07-01
"4240",2012,"PIAUÍ",8,3614,2012-08-01
"4241",2012,"PIAUÍ",9,4479,2012-09-01
"4242",2012,"PIAUÍ",10,2506,2012-10-01
"4243",2012,"PIAUÍ",11,447,2012-11-01
"4244",2012,"PIAUÍ",12,334,2012-12-01
"4245",2013,"PIAUÍ",1,72,2013-01-01
"4246",2013,"PIAUÍ",2,68,2013-02-01
"4247",2013,"PIAUÍ",3,14,2013-03-01
"4248",2013,"PIAUÍ",4,34,2013-04-01
"4249",2013,"PIAUÍ",5,40,2013-05-01
"4250",2013,"PIAUÍ",6,263,2013-06-01
"4251",2013,"PIAUÍ",7,361,2013-07-01
"4252",2013,"PIAUÍ",8,1015,2013-08-01
"4253",2013,"PIAUÍ",9,2311,2013-09-01
"4254",2013,"PIAUÍ",10,1269,2013-10-01
"4255",2013,"PIAUÍ",11,640,2013-11-01
"4256",2013,"PIAUÍ",12,468,2013-12-01
"4257",2014,"PIAUÍ",1,79,2014-01-01
"4258",2014,"PIAUÍ",2,14,2014-02-01
"4259",2014,"PIAUÍ",3,88,2014-03-01
"4260",2014,"PIAUÍ",4,63,2014-04-01
"4261",2014,"PIAUÍ",5,138,2014-05-01
"4262",2014,"PIAUÍ",6,373,2014-06-01
"4263",2014,"PIAUÍ",7,1177,2014-07-01
"4264",2014,"PIAUÍ",8,2265,2014-08-01
"4265",2014,"PIAUÍ",9,2536,2014-09-01
"4266",2014,"PIAUÍ",10,1788,2014-10-01
"4267",2014,"PIAUÍ",11,717,2014-11-01
"4268",2014,"PIAUÍ",12,346,2014-12-01
"4269",2015,"PIAUÍ",1,92,2015-01-01
"4270",2015,"PIAUÍ",2,38,2015-02-01
"4271",2015,"PIAUÍ",3,35,2015-03-01
"4272",2015,"PIAUÍ",4,50,2015-04-01
"4273",2015,"PIAUÍ",5,66,2015-05-01
"4274",2015,"PIAUÍ",6,283,2015-06-01
"4275",2015,"PIAUÍ",7,690,2015-07-01
"4276",2015,"PIAUÍ",8,2057,2015-08-01
"4277",2015,"PIAUÍ",9,5828,2015-09-01
"4278",2015,"PIAUÍ",10,4068,2015-10-01
"4279",2015,"PIAUÍ",11,897,2015-11-01
"4280",2015,"PIAUÍ",12,626,2015-12-01
"4281",2016,"PIAUÍ",1,94,2016-01-01
"4282",2016,"PIAUÍ",2,97,2016-02-01
"4283",2016,"PIAUÍ",3,53,2016-03-01
"4284",2016,"PIAUÍ",4,35,2016-04-01
"4285",2016,"PIAUÍ",5,60,2016-05-01
"4286",2016,"PIAUÍ",6,153,2016-06-01
"4287",2016,"PIAUÍ",7,754,2016-07-01
"4288",2016,"PIAUÍ",8,1647,2016-08-01
"4289",2016,"PIAUÍ",9,1394,2016-09-01
"4290",2016,"PIAUÍ",10,2598,2016-10-01
"4291",2016,"PIAUÍ",11,1126,2016-11-01
"4292",2016,"PIAUÍ",12,374,2016-12-01
"4293",2017,"PIAUÍ",1,85,2017-01-01
"4294",2017,"PIAUÍ",2,24,2017-02-01
"4295",2017,"PIAUÍ",3,25,2017-03-01
"4296",2017,"PIAUÍ",4,25,2017-04-01
"4297",2017,"PIAUÍ",5,36,2017-05-01
"4298",2017,"PIAUÍ",6,193,2017-06-01
"4299",2017,"PIAUÍ",7,643,2017-07-01
"4300",2017,"PIAUÍ",8,1572,2017-08-01
"4301",2017,"PIAUÍ",9,3422,2017-09-01
"4302",2017,"PIAUÍ",10,3004,2017-10-01
"4303",2017,"PIAUÍ",11,449,2017-11-01
"4304",1998,"RIO DE JANEIRO",1,0,1998-01-01
"4305",1998,"RIO DE JANEIRO",2,0,1998-02-01
"4306",1998,"RIO DE JANEIRO",3,0,1998-03-01
"4307",1998,"RIO DE JANEIRO",4,0,1998-04-01
"4308",1998,"RIO DE JANEIRO",5,0,1998-05-01
"4309",1998,"RIO DE JANEIRO",6,3,1998-06-01
"4310",1998,"RIO DE JANEIRO",7,21,1998-07-01
"4311",1998,"RIO DE JANEIRO",8,21,1998-08-01
"4312",1998,"RIO DE JANEIRO",9,44,1998-09-01
"4313",1998,"RIO DE JANEIRO",10,6,1998-10-01
"4314",1998,"RIO DE JANEIRO",11,6,1998-11-01
"4315",1998,"RIO DE JANEIRO",12,1,1998-12-01
"4316",1999,"RIO DE JANEIRO",1,0,1999-01-01
"4317",1999,"RIO DE JANEIRO",2,0,1999-02-01
"4318",1999,"RIO DE JANEIRO",3,0,1999-03-01
"4319",1999,"RIO DE JANEIRO",4,1,1999-04-01
"4320",1999,"RIO DE JANEIRO",5,7,1999-05-01
"4321",1999,"RIO DE JANEIRO",6,8,1999-06-01
"4322",1999,"RIO DE JANEIRO",7,14,1999-07-01
"4323",1999,"RIO DE JANEIRO",8,88,1999-08-01
"4324",1999,"RIO DE JANEIRO",9,192,1999-09-01
"4325",1999,"RIO DE JANEIRO",10,30,1999-10-01
"4326",1999,"RIO DE JANEIRO",11,16,1999-11-01
"4327",1999,"RIO DE JANEIRO",12,0,1999-12-01
"4328",2000,"RIO DE JANEIRO",1,0,2000-01-01
"4329",2000,"RIO DE JANEIRO",2,1,2000-02-01
"4330",2000,"RIO DE JANEIRO",3,0,2000-03-01
"4331",2000,"RIO DE JANEIRO",4,2,2000-04-01
"4332",2000,"RIO DE JANEIRO",5,5,2000-05-01
"4333",2000,"RIO DE JANEIRO",6,14,2000-06-01
"4334",2000,"RIO DE JANEIRO",7,22,2000-07-01
"4335",2000,"RIO DE JANEIRO",8,34,2000-08-01
"4336",2000,"RIO DE JANEIRO",9,16,2000-09-01
"4337",2000,"RIO DE JANEIRO",10,25,2000-10-01
"4338",2000,"RIO DE JANEIRO",11,2,2000-11-01
"4339",2000,"RIO DE JANEIRO",12,0,2000-12-01
"4340",2001,"RIO DE JANEIRO",1,0,2001-01-01
"4341",2001,"RIO DE JANEIRO",2,3,2001-02-01
"4342",2001,"RIO DE JANEIRO",3,0,2001-03-01
"4343",2001,"RIO DE JANEIRO",4,2,2001-04-01
"4344",2001,"RIO DE JANEIRO",5,4,2001-05-01
"4345",2001,"RIO DE JANEIRO",6,13,2001-06-01
"4346",2001,"RIO DE JANEIRO",7,57,2001-07-01
"4347",2001,"RIO DE JANEIRO",8,129,2001-08-01
"4348",2001,"RIO DE JANEIRO",9,60,2001-09-01
"4349",2001,"RIO DE JANEIRO",10,33,2001-10-01
"4350",2001,"RIO DE JANEIRO",11,4,2001-11-01
"4351",2001,"RIO DE JANEIRO",12,2,2001-12-01
"4352",2002,"RIO DE JANEIRO",1,0,2002-01-01
"4353",2002,"RIO DE JANEIRO",2,1,2002-02-01
"4354",2002,"RIO DE JANEIRO",3,1,2002-03-01
"4355",2002,"RIO DE JANEIRO",4,8,2002-04-01
"4356",2002,"RIO DE JANEIRO",5,4,2002-05-01
"4357",2002,"RIO DE JANEIRO",6,13,2002-06-01
"4358",2002,"RIO DE JANEIRO",7,17,2002-07-01
"4359",2002,"RIO DE JANEIRO",8,184,2002-08-01
"4360",2002,"RIO DE JANEIRO",9,45,2002-09-01
"4361",2002,"RIO DE JANEIRO",10,313,2002-10-01
"4362",2002,"RIO DE JANEIRO",11,11,2002-11-01
"4363",2002,"RIO DE JANEIRO",12,8,2002-12-01
"4364",2003,"RIO DE JANEIRO",1,0,2003-01-01
"4365",2003,"RIO DE JANEIRO",2,10,2003-02-01
"4366",2003,"RIO DE JANEIRO",3,23,2003-03-01
"4367",2003,"RIO DE JANEIRO",4,11,2003-04-01
"4368",2003,"RIO DE JANEIRO",5,1,2003-05-01
"4369",2003,"RIO DE JANEIRO",6,13,2003-06-01
"4370",2003,"RIO DE JANEIRO",7,42,2003-07-01
"4371",2003,"RIO DE JANEIRO",8,191,2003-08-01
"4372",2003,"RIO DE JANEIRO",9,166,2003-09-01
"4373",2003,"RIO DE JANEIRO",10,81,2003-10-01
"4374",2003,"RIO DE JANEIRO",11,5,2003-11-01
"4375",2003,"RIO DE JANEIRO",12,10,2003-12-01
"4376",2004,"RIO DE JANEIRO",1,1,2004-01-01
"4377",2004,"RIO DE JANEIRO",2,8,2004-02-01
"4378",2004,"RIO DE JANEIRO",3,4,2004-03-01
"4379",2004,"RIO DE JANEIRO",4,3,2004-04-01
"4380",2004,"RIO DE JANEIRO",5,0,2004-05-01
"4381",2004,"RIO DE JANEIRO",6,19,2004-06-01
"4382",2004,"RIO DE JANEIRO",7,23,2004-07-01
"4383",2004,"RIO DE JANEIRO",8,74,2004-08-01
"4384",2004,"RIO DE JANEIRO",9,205,2004-09-01
"4385",2004,"RIO DE JANEIRO",10,26,2004-10-01
"4386",2004,"RIO DE JANEIRO",11,49,2004-11-01
"4387",2004,"RIO DE JANEIRO",12,9,2004-12-01
"4388",2005,"RIO DE JANEIRO",1,5,2005-01-01
"4389",2005,"RIO DE JANEIRO",2,4,2005-02-01
"4390",2005,"RIO DE JANEIRO",3,7,2005-03-01
"4391",2005,"RIO DE JANEIRO",4,1,2005-04-01
"4392",2005,"RIO DE JANEIRO",5,11,2005-05-01
"4393",2005,"RIO DE JANEIRO",6,16,2005-06-01
"4394",2005,"RIO DE JANEIRO",7,20,2005-07-01
"4395",2005,"RIO DE JANEIRO",8,98,2005-08-01
"4396",2005,"RIO DE JANEIRO",9,46,2005-09-01
"4397",2005,"RIO DE JANEIRO",10,116,2005-10-01
"4398",2005,"RIO DE JANEIRO",11,12,2005-11-01
"4399",2005,"RIO DE JANEIRO",12,2,2005-12-01
"4400",2006,"RIO DE JANEIRO",1,12,2006-01-01
"4401",2006,"RIO DE JANEIRO",2,7,2006-02-01
"4402",2006,"RIO DE JANEIRO",3,8,2006-03-01
"4403",2006,"RIO DE JANEIRO",4,8,2006-04-01
"4404",2006,"RIO DE JANEIRO",5,4,2006-05-01
"4405",2006,"RIO DE JANEIRO",6,19,2006-06-01
"4406",2006,"RIO DE JANEIRO",7,54,2006-07-01
"4407",2006,"RIO DE JANEIRO",8,79,2006-08-01
"4408",2006,"RIO DE JANEIRO",9,197,2006-09-01
"4409",2006,"RIO DE JANEIRO",10,12,2006-10-01
"4410",2006,"RIO DE JANEIRO",11,1,2006-11-01
"4411",2006,"RIO DE JANEIRO",12,0,2006-12-01
"4412",2007,"RIO DE JANEIRO",1,0,2007-01-01
"4413",2007,"RIO DE JANEIRO",2,15,2007-02-01
"4414",2007,"RIO DE JANEIRO",3,27,2007-03-01
"4415",2007,"RIO DE JANEIRO",4,9,2007-04-01
"4416",2007,"RIO DE JANEIRO",5,2,2007-05-01
"4417",2007,"RIO DE JANEIRO",6,3,2007-06-01
"4418",2007,"RIO DE JANEIRO",7,15,2007-07-01
"4419",2007,"RIO DE JANEIRO",8,189,2007-08-01
"4420",2007,"RIO DE JANEIRO",9,223,2007-09-01
"4421",2007,"RIO DE JANEIRO",10,137,2007-10-01
"4422",2007,"RIO DE JANEIRO",11,1,2007-11-01
"4423",2007,"RIO DE JANEIRO",12,0,2007-12-01
"4424",2008,"RIO DE JANEIRO",1,1,2008-01-01
"4425",2008,"RIO DE JANEIRO",2,2,2008-02-01
"4426",2008,"RIO DE JANEIRO",3,2,2008-03-01
"4427",2008,"RIO DE JANEIRO",4,2,2008-04-01
"4428",2008,"RIO DE JANEIRO",5,0,2008-05-01
"4429",2008,"RIO DE JANEIRO",6,4,2008-06-01
"4430",2008,"RIO DE JANEIRO",7,14,2008-07-01
